title,url,issn,eissn,publisher,language,country,oa_type,positioning,partition,source,source_url,page,fetched_at
PLOS CLIMATE,https://www.oaj.com.cn/Journal/plos-climate,,2767-3200,Public Library of Science (PLOS),English,USA,Gold OA,Sound Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,60,2026-05-21T07:21:51+00:00
PLOS BIOLOGY,https://www.oaj.com.cn/Journal/plos-biology,1544-9173,1545-7885,Public Library of Science (PLOS),English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,60,2026-05-21T07:21:51+00:00
PLANT BIOTECHNOLOGY JOURNAL,https://www.oaj.com.cn/Journal/plant-biotechnology-journal,1467-7644,1467-7652,Wiley,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,60,2026-05-21T07:21:51+00:00
PLANTS PEOPLE PLANET,https://www.oaj.com.cn/Journal/plants-people-planet,,2572-2611,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,60,2026-05-21T07:21:51+00:00
Plant Stress,https://www.oaj.com.cn/Journal/plant-stress,2667-064X,2667-064X,Elsevier,English,Netherlands,Gold OA,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,60,2026-05-21T07:21:51+00:00
POLITICS AND RELIGION,https://www.oaj.com.cn/Journal/politics-and-religion,1755-0483,1755-0491,Cambridge University Press,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
POLITICAL SCIENCE RESEARCH AND METHODS,https://www.oaj.com.cn/Journal/political-science-research-and-methods,2049-8470,2049-8489,Cambridge University Press,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
POLYMER TESTING,https://www.oaj.com.cn/Journal/polymer-testing,0142-9418,1873-2348,Elsevier,Multi-Language,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
PLOS COMPUTATIONAL BIOLOGY,https://www.oaj.com.cn/Journal/plos-computational-biology,1553-734X,1553-7358,Public Library of Science (PLOS),English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
PLOS ONE,https://www.oaj.com.cn/Journal/plos-one,,1932-6203,Public Library of Science (PLOS),English,USA,Gold OA,Sound Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
PLOS MEDICINE,https://www.oaj.com.cn/Journal/plos-medicine,1549-1277,1549-1676,Public Library of Science (PLOS),English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
PLOS PATHOGENS,https://www.oaj.com.cn/Journal/plos-pathogens,1553-7366,1553-7374,Public Library of Science (PLOS),English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
PLOS NEGLECTED TROPICAL DISEASES,https://www.oaj.com.cn/Journal/plos-neglected-tropical-diseases,1935-2727,1935-2735,Public Library of Science (PLOS),English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
PLOS GENETICS,https://www.oaj.com.cn/Journal/plos-genetics,1553-7390,1553-7404,Public Library of Science (PLOS),English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
Polyoxometalates,https://www.oaj.com.cn/Journal/polyoxometalates,2957-9821,2957-9503,Tsinghua University Press,English,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,61,2026-05-21T07:21:51+00:00
PROPULSION AND POWER RESEARCH,https://www.oaj.com.cn/Journal/propulsion-and-power-research,2097-3454,2212-540X,"KeAi Communications Co., Ltd.",English,China,金色OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
PROGRESS IN EARTH AND PLANETARY SCIENCE,https://www.oaj.com.cn/Journal/progress-in-earth-and-planetary-science,,2197-4284,Springer,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
POPULATION HEALTH METRICS,https://www.oaj.com.cn/Journal/population-health-metrics,,1478-7954,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
PORCINE HEALTH MANAGEMENT,https://www.oaj.com.cn/Journal/porcine-health-management,,2055-5660,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
PROGRESS IN ORTHODONTICS,https://www.oaj.com.cn/Journal/progress-in-orthodontics,,2196-1042,Springer,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
PSYCHOLOGICAL MEDICINE,https://www.oaj.com.cn/Journal/psychological-medicine,0033-2917,1469-8978,Cambridge University Press,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
PROSTATE INTERNATIONAL,https://www.oaj.com.cn/Journal/prostate-international,2287-8882,2287-903X,Elsevier,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
POULTRY SCIENCE,https://www.oaj.com.cn/Journal/poultry-science,0032-5791,1525-3171,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
Protein & Cell,https://www.oaj.com.cn/Journal/protein-cell,1674-800X,1674-8018,OXFORD UNIV PRESS,English,United Kingdom,金色OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
Progress in Medical Devices,https://www.oaj.com.cn/Journal/progress-in-medical-devices,2957-5478,,ZENTIME PUBLISHING CORPORATION LIMITED,English,"Hong Kong, China",金色OA,Sound Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,62,2026-05-21T07:21:51+00:00
QUANTITATIVE IMAGING IN MEDICINE AND SURGERY,https://www.oaj.com.cn/Journal/quantitative-imaging-in-medicine-and-surgery,,2223-4306,AME Publishing Company,English,"Hong Kong, China",,,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY,https://www.oaj.com.cn/Journal/reproductive-biology-and-endocrinology,,1477-7827,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
REPRODUCTIVE HEALTH,https://www.oaj.com.cn/Journal/reproductive-health,,1742-4755,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
RADIATION ONCOLOGY,https://www.oaj.com.cn/Journal/radiation-oncology,,1748-717X,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
RENEWABLE AGRICULTURE AND FOOD SYSTEMS,https://www.oaj.com.cn/Journal/renewable-agriculture-and-food-systems,,1742-1713,Cambridge University Press,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
RECALL,https://www.oaj.com.cn/Journal/recall,0958-3440,1474-0109,Cambridge University Press,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
REDOX BIOLOGY,https://www.oaj.com.cn/Journal/redox-biology,2213-2317,2213-2317,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
PULMONOLOGY,https://www.oaj.com.cn/Journal/pulmonology,2531-0437,2531-0437,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
REMOTE SENSING IN ECOLOGY AND CONSERVATION,https://www.oaj.com.cn/Journal/remote-sensing-in-ecology-and-conservation,,2056-3485,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
REGENERATIVE BIOMATERIALS,https://www.oaj.com.cn/Journal/regenerative-biomaterials,2056-3418,2056-3426,Oxford University Press,English,United Kingdom,,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,63,2026-05-21T07:21:51+00:00
RESPIRATORY RESEARCH,https://www.oaj.com.cn/Journal/respiratory-research,,1465-993X,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
SCANDINAVIAN JOURNAL OF TRAUMA RESUSCITATION & EMERGENCY MEDICINE,https://www.oaj.com.cn/Journal/scandinavian-journal-of-trauma-resuscitation-emergency-medicine,,1757-7241,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
SATELLITE NAVIGATION,https://www.oaj.com.cn/Journal/satellite-navigation,2662-9291,2662-1363,Springer,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
RICE,https://www.oaj.com.cn/Journal/rice,,1939-8433,Springer,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
SCIENCE AND ENGINEERING ETHICS,https://www.oaj.com.cn/Journal/science-and-engineering-ethics,,1471-5546,Springer,English,Netherlands,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
SCHIZOPHRENIA,https://www.oaj.com.cn/Journal/schizophrenia,,2754-6993,Springer Nature,English,Germany,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
RESEARCH & POLITICS,https://www.oaj.com.cn/Journal/research-politics,2053-1680,2053-1680,Sage,English,USA,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
RICE SCIENCE,https://www.oaj.com.cn/Journal/rice-science,1672-6308,1876-4762,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
REPRODUCTIVE MEDICINE AND BIOLOGY,https://www.oaj.com.cn/Journal/reproductive-medicine-and-biology,1445-5781,1447-0578,Wiley,English,USA,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
Research Synthesis Methods,https://www.oaj.com.cn/Journal/research-synthesis-methods,1759-2879,1759-2887,Cambridge University Press,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,64,2026-05-21T07:21:51+00:00
SKELETAL MUSCLE,https://www.oaj.com.cn/Journal/skeletal-muscle,,2044-5040,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SCIENTIFIC DATA,https://www.oaj.com.cn/Journal/scientific-data,,2052-4463,Nature Portfolio,English,Germany,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SIGNAL TRANSDUCTION AND TARGETED THERAPY,https://www.oaj.com.cn/Journal/signal-transduction-and-targeted-therapy,,2059-3635,Springer Nature,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SOCIAL MEDIA + SOCIETY,https://www.oaj.com.cn/Journal/social-media-society,2056-3051,2056-3051,Sage,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SOILS AND FOUNDATIONS,https://www.oaj.com.cn/Journal/soils-and-foundations,0038-0806,2524-1788,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SMALL STRUCTURES,https://www.oaj.com.cn/Journal/small-structures,,2688-4062,Wiley-VCH,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,https://www.oaj.com.cn/Journal/science-and-technology-of-advanced-materials,,1878-5514,Taylor & Francis,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SMART AGRICULTURE,https://www.oaj.com.cn/Journal/smart-agriculture,2096-8094,2097-485X,Editorial Office of Smart Agriculture,English,China,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
Science of Remote Sensing,https://www.oaj.com.cn/Journal/science-of-remote-sensing,2666-0172,2666-0172,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
Smart Energy,https://www.oaj.com.cn/Journal/smart-energy,2666-9552,2666-9552,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,65,2026-05-21T07:21:51+00:00
SUSTAINABLE ENVIRONMENT RESEARCH,https://www.oaj.com.cn/Journal/sustainable-environment-research,,2468-2039,BioMed Central,English,United Kingdom,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
STEM CELL RESEARCH & THERAPY,https://www.oaj.com.cn/Journal/stem-cell-research-therapy,,1757-6512,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
SPORTS MEDICINE-OPEN,https://www.oaj.com.cn/Journal/sports-medicine-open,,2198-9761,Springer,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
STEM CELL REPORTS,https://www.oaj.com.cn/Journal/stem-cell-reports,2213-6711,2213-6711,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
SSM-POPULATION HEALTH,https://www.oaj.com.cn/Journal/ssm-population-health,2352-8273,2352-8273,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
SUSTAINABLE FOOD TECHNOLOGY,https://www.oaj.com.cn/Journal/sustainable-food-technology,2753-8095,2753-8095,Royal Society of Chemistry,English,United Kingdom,Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
SUSMAT,https://www.oaj.com.cn/Journal/susmat,1369-6513,2692-4552,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,https://www.oaj.com.cn/Journal/space-weather-the-international-journal-of-research-and-applications,1539-4964,1542-7390,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
STRUCTURAL CONTROL & HEALTH MONITORING,https://www.oaj.com.cn/Journal/structural-control-health-monitoring,1545-2255,1545-2263,Wiley,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
Surface Science and Technology,https://www.oaj.com.cn/Journal/surface-science-and-technology,2097-3624,2731-7838,Springer Nature Singapore,English,Singapore,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,66,2026-05-21T07:21:51+00:00
THE CROP JOURNAL,https://www.oaj.com.cn/Journal/the-crop-journal,2095-5421,2214-5141,"KeAi Communications Co., Ltd.",English,China,金色OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
SYNTHETIC AND SYSTEMS BIOTECHNOLOGY,https://www.oaj.com.cn/Journal/synthetic-and-systems-biotechnology,2097-1206,2405-805X,"KeAi Communications Co., Ltd.",English,China,金色OA,Sound Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
SWISS JOURNAL OF GEOSCIENCES,https://www.oaj.com.cn/Journal/swiss-journal-of-geosciences,,1661-8734,Springer,English,Switzerland,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
SWISS JOURNAL OF PALAEONTOLOGY,https://www.oaj.com.cn/Journal/swiss-journal-of-palaeontology,,1664-2384,Springer,English,Switzerland,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
THE EUROPEAN PHYSICAL JOURNAL C,https://www.oaj.com.cn/Journal/the-european-physical-journal-c,,1434-6052,Springer,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
THE EMBO JOURNAL,https://www.oaj.com.cn/Journal/the-embo-journal,,1460-2075,Springer Nature,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
THE BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,https://www.oaj.com.cn/Journal/the-british-journal-for-the-history-of-science,0007-0874,1474-001X,Cambridge University Press,English,USA,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
THE BREAST,https://www.oaj.com.cn/Journal/the-breast,0960-9776,1532-3080,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
THE INNOVATION LIFE,https://www.oaj.com.cn/Journal/the-innovation-life,2959-8761,,Innovation Press,English,"Hong Kong, China",Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
The Innovation,https://www.oaj.com.cn/Journal/the-innovation,,2666-6758,Cell Press,English,USA,Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,67,2026-05-21T07:21:51+00:00
THE JOURNAL OF COMPARATIVE GERMANIC LINGUISTICS,https://www.oaj.com.cn/Journal/the-journal-of-comparative-germanic-linguistics,,1572-8552,Springer,English,USA,,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE JOURNAL OF HEADACHE AND PAIN,https://www.oaj.com.cn/Journal/the-journal-of-headache-and-pain,1129-2369,1129-2377,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE INNOVATION MEDICINE,https://www.oaj.com.cn/Journal/the-innovation-medicine,2959-8745,,Innovation Press,English,"Hong Kong, China",Gold OA,,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE JOURNAL OF NUTRITION HEALTH AND AGING,https://www.oaj.com.cn/Journal/the-journal-of-nutrition-health-and-aging,1279-7707,1760-4788,Elsevier,English,France,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE LANCET DIGITAL HEALTH,https://www.oaj.com.cn/Journal/the-lancet-digital-health,2589-7500,2589-7500,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE LANCET MICROBE,https://www.oaj.com.cn/Journal/the-lancet-microbe,2666-5247,2666-5247,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE LANCET GLOBAL HEALTH,https://www.oaj.com.cn/Journal/the-lancet-global-health,2214-109X,2214-109X,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE LANCET PLANETARY HEALTH,https://www.oaj.com.cn/Journal/the-lancet-planetary-health,2542-5196,2542-5196,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THE JOURNAL OF PATHOLOGY-CLINICAL RESEARCH,https://www.oaj.com.cn/Journal/the-journal-of-pathology-clinical-research,,2056-4538,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
The Lancet Healthy Longevity,https://www.oaj.com.cn/Journal/the-lancet-healthy-longevity,2666-7568,2666-7568,Elsevier,English,United Kingdom,Gold OA,,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,68,2026-05-21T07:21:51+00:00
THEORY AND PRACTICE OF LOGIC PROGRAMMING,https://www.oaj.com.cn/Journal/theory-and-practice-of-logic-programming,1471-0684,1475-3081,Cambridge University Press,English,USA,Gold OA,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
THERAPEUTIC ADVANCES IN MEDICAL ONCOLOGY,https://www.oaj.com.cn/Journal/therapeutic-advances-in-medical-oncology,1758-8359,1758-8359,Sage,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
THERAPEUTIC ADVANCES IN MUSCULOSKELETAL DISEASE,https://www.oaj.com.cn/Journal/therapeutic-advances-in-musculoskeletal-disease,1759-720X,1759-7218,Sage,English,United Kingdom,Gold OA,Frontier Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
THE LANCET REGIONAL HEALTH-EUROPE,https://www.oaj.com.cn/Journal/the-lancet-regional-health-europe,,2666-7762,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
THE LANCET REGIONAL HEALTH-WESTERN PACIFIC,https://www.oaj.com.cn/Journal/the-lancet-regional-health-western-pacific,2666-6065,2666-6065,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
THE LANCET PUBLIC HEALTH,https://www.oaj.com.cn/Journal/the-lancet-public-health,2468-2667,2468-2667,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
THEORETICAL ECONOMICS,https://www.oaj.com.cn/Journal/theoretical-economics,1933-6837,1555-7561,Wiley,English,USA,Gold OA,Frontier Science Journal,,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
THE PLANT GENOME,https://www.oaj.com.cn/Journal/the-plant-genome,,1940-3372,Wiley,English,USA,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
Theoretical and Applied Mechanics Letters,https://www.oaj.com.cn/Journal/theoretical-and-applied-mechanics-letters,2095-0349,2589-0336,Elsevier,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
The Lancet Regional Health - Americas,https://www.oaj.com.cn/Journal/the-lancet-regional-health-americas,2667-193X,2667-193X,Elsevier,English,United Kingdom,Gold OA,,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,69,2026-05-21T07:21:51+00:00
TRANSLATIONAL LUNG CANCER RESEARCH,https://www.oaj.com.cn/Journal/translational-lung-cancer-research,,2226-4477,AME Publishing Company,English,"Hong Kong, China",,,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
TRANSLATIONAL NEURODEGENERATION,https://www.oaj.com.cn/Journal/translational-neurodegeneration,,2047-9158,BioMed Central,English,United Kingdom,Gold OA,Frontier Science Journal,1区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
TRANSLATIONAL PSYCHIATRY,https://www.oaj.com.cn/Journal/translational-psychiatry,,2158-3188,Springer Nature,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
TOXINS,https://www.oaj.com.cn/Journal/toxins,,2072-6651,MDPI,English,Switzerland,Gold OA,Sound Science Journal,3区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
TRANSNATIONAL ENVIRONMENTAL LAW,https://www.oaj.com.cn/Journal/transnational-environmental-law,2047-1025,2047-1033,Cambridge University Press,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
THERAPEUTIC ADVANCES IN NEUROLOGICAL DISORDERS,https://www.oaj.com.cn/Journal/therapeutic-advances-in-neurological-disorders,1756-2864,1756-2864,Sage,English,United Kingdom,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
TICKS AND TICK-BORNE DISEASES,https://www.oaj.com.cn/Journal/ticks-and-tick-borne-diseases,1877-959X,1877-9603,Elsevier,English,Germany,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,https://www.oaj.com.cn/Journal/transactions-of-nonferrous-metals-society-of-china,1003-6326,2210-3384,Elsevier,English,Netherlands,Gold OA,Frontier Science Journal,2区,OAJ,https://www.oaj.com.cn/simplesearch?field=1,70,2026-05-21T07:21:51+00:00
