title,issn,eissn,year,jif,jif_without_self_cites,source_url
RAILWAY ENG SCI,2662-4745,2662-4753,2024,5.400,4.900,https://journalsimpactfactors.com/journal.php?id=1827
CIRP J MANUF SCI TEC,1755-5817,1878-0016,2024,5.400,5.200,https://journalsimpactfactors.com/journal.php?id=1828
MARK INTELL PLAN,0263-4503,1758-8049,2024,5.400,4.500,https://journalsimpactfactors.com/journal.php?id=1829
ENDOSC ULTRASOUND,2303-9027,2226-7190,2024,5.400,4.800,https://journalsimpactfactors.com/journal.php?id=1830
EXPERT OPIN DRUG DEL,1742-5247,1744-7593,2024,5.400,5.300,https://journalsimpactfactors.com/journal.php?id=1831
WORLD J GASTROENTERO,1007-9327,2219-2840,2024,5.400,5.100,https://journalsimpactfactors.com/journal.php?id=1832
SAFETY SCI,0925-7535,1879-1042,2024,5.400,4.800,https://journalsimpactfactors.com/journal.php?id=1833
J IND ECOL,1088-1980,1530-9290,2024,5.400,4.800,https://journalsimpactfactors.com/journal.php?id=1834
INFLAMM RES,1023-3830,1420-908X,2024,5.400,5.400,https://journalsimpactfactors.com/journal.php?id=1836
COLLOID SURFACE A,0927-7757,1873-4359,2024,5.400,5.000,https://journalsimpactfactors.com/journal.php?id=1837
APPL SPECTROSC REV,0570-4928,1520-569X,2024,5.400,5.000,https://journalsimpactfactors.com/journal.php?id=1840
PROG ADDIT MANUF,2363-9512,2363-9520,2024,5.400,4.600,https://journalsimpactfactors.com/journal.php?id=1841
INT J LIFE CYCLE ASS,0948-3349,1614-7502,2024,5.400,4.900,https://journalsimpactfactors.com/journal.php?id=1842
ANN BIOMED ENG,0090-6964,1573-9686,2024,5.400,5.200,https://journalsimpactfactors.com/journal.php?id=1844
ANN MATH,0003-486X,1939-8980,2024,5.300,5.200,https://journalsimpactfactors.com/journal.php?id=1846
COMPUT LINGUIST,0891-2017,1530-9312,2024,5.300,5.100,https://journalsimpactfactors.com/journal.php?id=1847
INTERACT LEARN ENVIR,1049-4820,1744-5191,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1848
MOL BIOL EVOL,0737-4038,1537-1719,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1849
CHILD DEV PERSPECT,1750-8592,1750-8606,2024,5.300,5.200,https://journalsimpactfactors.com/journal.php?id=1850
AM ECON J-ECON POLIC,1945-7731,1945-774X,2024,5.300,5.300,https://journalsimpactfactors.com/journal.php?id=1851
TRANSPORT POLICY,0967-070X,1879-310X,2024,5.300,4.800,https://journalsimpactfactors.com/journal.php?id=1852
OPER MANAGE RES,1936-9735,1936-9743,2024,5.300,4.800,https://journalsimpactfactors.com/journal.php?id=1853
MAR LIFE SCI TECH,2096-6490,2662-1746,2024,5.300,4.700,https://journalsimpactfactors.com/journal.php?id=1854
PAC-BASIN FINANC J,0927-538X,1879-0585,2024,5.300,4.800,https://journalsimpactfactors.com/journal.php?id=1855
CLIN ORAL IMPLAN RES,0905-7161,1600-0501,2024,5.300,4.600,https://journalsimpactfactors.com/journal.php?id=1856
ADDICTION,0965-2140,1360-0443,2024,5.300,4.900,https://journalsimpactfactors.com/journal.php?id=1857
INT J INNOV STUD,2096-2487,2589-2975,2024,5.300,4.900,https://journalsimpactfactors.com/journal.php?id=1858
RADIOTHER ONCOL,0167-8140,1879-0887,2024,5.300,4.600,https://journalsimpactfactors.com/journal.php?id=1860
INTEGR COMPUT-AID E,1069-2509,1875-8835,2024,5.300,4.000,https://journalsimpactfactors.com/journal.php?id=1861
CAN J CARDIOL,0828-282X,1916-7075,2024,5.300,4.700,https://journalsimpactfactors.com/journal.php?id=1862
APL PHOTONICS,2378-0967,2378-0967,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1863
J CHEM INF MODEL,1549-9596,1549-960X,2024,5.300,4.700,https://journalsimpactfactors.com/journal.php?id=1864
MECH MACH THEORY,0094-114X,1873-3999,2024,5.300,4.600,https://journalsimpactfactors.com/journal.php?id=1865
MICROCHIM ACTA,0026-3672,1436-5073,2024,5.300,4.900,https://journalsimpactfactors.com/journal.php?id=1866
J HOSP TOUR RES,1096-3480,1557-7554,2024,5.300,4.600,https://journalsimpactfactors.com/journal.php?id=1867
SPAN J MARK-ESIC,2444-9695,2444-9709,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1868
BIOSYST ENG,1537-5110,1537-5129,2024,5.300,4.900,https://journalsimpactfactors.com/journal.php?id=1870
IEEE ROBOT AUTOM LET,2377-3766,2377-3766,2024,5.300,4.700,https://journalsimpactfactors.com/journal.php?id=1871
KOREAN J RADIOL,1229-6929,2005-8330,2024,5.300,4.500,https://journalsimpactfactors.com/journal.php?id=1872
AM J RESP CELL MOL,1044-1549,1535-4989,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1873
INT J CRIT INFR PROT,1874-5482,2212-2087,2024,5.300,5.200,https://journalsimpactfactors.com/journal.php?id=1874
FRONT PHYS-BEIJING,2095-0462,2095-0470,2024,5.300,4.800,https://journalsimpactfactors.com/journal.php?id=1875
ENG FRACT MECH,0013-7944,1873-7315,2024,5.300,4.600,https://journalsimpactfactors.com/journal.php?id=1876
INFECT DIS THER,2193-8229,2193-6382,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1877
PHYS REV D,2470-0010,2470-0029,2024,5.300,3.300,https://journalsimpactfactors.com/journal.php?id=1878
IEEE J-STARS,1939-1404,2151-1535,2024,5.300,4.500,https://journalsimpactfactors.com/journal.php?id=1879
QUAL ASSUR SAF CROP,1757-8361,1757-837X,2024,5.300,5.300,https://journalsimpactfactors.com/journal.php?id=1880
IEEE J OCEANIC ENG,0364-9059,1558-1691,2024,5.300,4.900,https://journalsimpactfactors.com/journal.php?id=1881
HYDROMETALLURGY,0304-386X,1879-1158,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1882
INFLAMMOPHARMACOLOGY,0925-4692,1568-5608,2024,5.300,5.100,https://journalsimpactfactors.com/journal.php?id=1883
AM J MED,0002-9343,1555-7162,2024,5.300,5.100,https://journalsimpactfactors.com/journal.php?id=1885
Q REV BIOPHYS,0033-5835,1469-8994,2024,5.300,5.300,https://journalsimpactfactors.com/journal.php?id=1886
ENVIRON DEV,2211-4645,2211-4653,2024,5.300,5.100,https://journalsimpactfactors.com/journal.php?id=1887
REV FISH SCI AQUAC,2330-8249,2330-8257,2024,5.300,5.100,https://journalsimpactfactors.com/journal.php?id=1889
CLEAN RESPONS CONSUM,2666-7843,2666-7843,2024,5.300,4.800,https://journalsimpactfactors.com/journal.php?id=1892
SUSTAIN SCI,1862-4065,1862-4057,2024,5.300,4.800,https://journalsimpactfactors.com/journal.php?id=1893
CATAL TODAY,0920-5861,1873-4308,2024,5.300,5.100,https://journalsimpactfactors.com/journal.php?id=1894
CURR NEUROPHARMACOL,1570-159X,1875-6190,2024,5.300,5.200,https://journalsimpactfactors.com/journal.php?id=1895
J MARKET THEORY PRAC,1069-6679,1944-7175,2024,5.300,4.900,https://journalsimpactfactors.com/journal.php?id=1896
ADV ELECTRON MATER,2199-160X,2199-160X,2024,5.300,5.100,https://journalsimpactfactors.com/journal.php?id=1897
ENERG FUEL,0887-0624,1520-5029,2024,5.300,4.600,https://journalsimpactfactors.com/journal.php?id=1898
CURR OSTEOPOROS REP,1544-1873,1544-2241,2024,5.300,5.200,https://journalsimpactfactors.com/journal.php?id=1899
J SEMICOND,1674-4926,1674-4926,2024,5.300,5.000,https://journalsimpactfactors.com/journal.php?id=1900
YALE LAW J,0044-0094,1939-8611,2024,5.200,4.800,https://journalsimpactfactors.com/journal.php?id=1901
CRIMINOLOGY,0011-1384,1745-9125,2024,5.200,4.800,https://journalsimpactfactors.com/journal.php?id=1902
BRIT J GEN PRACT,0960-1643,1478-5242,2024,5.200,4.500,https://journalsimpactfactors.com/journal.php?id=1903
COMPR PHYSIOL,2040-4603,2040-4603,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1904
IEEE T NEUR SYS REH,1534-4320,1558-0210,2024,5.200,4.700,https://journalsimpactfactors.com/journal.php?id=1905
ACAD MED,1040-2446,1938-808X,2024,5.200,4.600,https://journalsimpactfactors.com/journal.php?id=1907
ACAD MANAG LEARN EDU,1537-260X,N/A,2024,5.200,4.100,https://journalsimpactfactors.com/journal.php?id=1908
J CLIN EPIDEMIOL,0895-4356,1878-5921,2024,5.200,4.700,https://journalsimpactfactors.com/journal.php?id=1909
VET QUART,0165-2176,1875-5941,2024,5.200,5.200,https://journalsimpactfactors.com/journal.php?id=1911
J VOCAT BEHAV,0001-8791,1095-9084,2024,5.200,4.900,https://journalsimpactfactors.com/journal.php?id=1912
CLIM POLICY,1469-3062,1752-7457,2024,5.200,4.800,https://journalsimpactfactors.com/journal.php?id=1913
INT J PHARMACEUT,0378-5173,1873-3476,2024,5.200,4.700,https://journalsimpactfactors.com/journal.php?id=1914
J PATHOL,0022-3417,1096-9896,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1915
MED EDUC,0308-0110,1365-2923,2024,5.200,4.300,https://journalsimpactfactors.com/journal.php?id=1916
CURR OPIN NEUROBIOL,0959-4388,1873-6882,2024,5.200,5.000,https://journalsimpactfactors.com/journal.php?id=1919
GEOTECHNIQUE,0016-8505,1751-7656,2024,5.200,5.000,https://journalsimpactfactors.com/journal.php?id=1920
BRIT MED BULL,0007-1420,1471-8391,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1921
EUR J ENDOCRINOL,0804-4643,1479-683X,2024,5.200,4.900,https://journalsimpactfactors.com/journal.php?id=1922
J GEOGR SCI,1009-637X,1861-9568,2024,5.200,4.400,https://journalsimpactfactors.com/journal.php?id=1923
LIVER INT,1478-3223,1478-3231,2024,5.200,5.000,https://journalsimpactfactors.com/journal.php?id=1924
IEEE T CIRCUITS-I,1549-8328,1558-0806,2024,5.200,4.300,https://journalsimpactfactors.com/journal.php?id=1925
INT J FOOD MICROBIOL,0168-1605,1879-3460,2024,5.200,4.900,https://journalsimpactfactors.com/journal.php?id=1926
ADV CLIM CHANG RES,1674-9278,1674-9278,2024,5.200,4.800,https://journalsimpactfactors.com/journal.php?id=1928
J MOL LIQ,0167-7322,1873-3166,2024,5.200,4.700,https://journalsimpactfactors.com/journal.php?id=1929
ANNU REV FINANC ECON,1941-1367,1941-1375,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1930
J COMPUT CIVIL ENG,0887-3801,1943-5487,2024,5.200,5.000,https://journalsimpactfactors.com/journal.php?id=1931
MACROMOLECULES,0024-9297,1520-5835,2024,5.200,4.500,https://journalsimpactfactors.com/journal.php?id=1932
IEEE T ENG MANAGE,0018-9391,1558-0040,2024,5.200,4.300,https://journalsimpactfactors.com/journal.php?id=1934
NUTR DIABETES,2044-4052,2044-4052,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1935
ORGAN STUD,0170-8406,1741-3044,2024,5.200,4.300,https://journalsimpactfactors.com/journal.php?id=1936
PROTEIN SCI,0961-8368,1469-896X,2024,5.200,5.000,https://journalsimpactfactors.com/journal.php?id=1937
SCI REMOTE SENSING,2666-0172,2666-0172,2024,5.200,4.900,https://journalsimpactfactors.com/journal.php?id=1938
J FIELD ROBOT,1556-4959,1556-4967,2024,5.200,4.500,https://journalsimpactfactors.com/journal.php?id=1939
P COMBUST INST,1540-7489,1873-2704,2024,5.200,4.300,https://journalsimpactfactors.com/journal.php?id=1940
MICROB BIOTECHNOL,1751-7915,1751-7915,2024,5.200,4.800,https://journalsimpactfactors.com/journal.php?id=1941
BONE MARROW TRANSPL,0268-3369,1476-5365,2024,5.200,4.700,https://journalsimpactfactors.com/journal.php?id=1942
CURR ATHEROSCLER REP,1523-3804,1534-6242,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1943
ENVIRON SCI POLICY,1462-9011,1873-6416,2024,5.200,4.900,https://journalsimpactfactors.com/journal.php?id=1944
CLIN EXP ALLERGY,0954-7894,1365-2222,2024,5.200,4.400,https://journalsimpactfactors.com/journal.php?id=1945
J CONSUM BEHAV,1472-0817,1479-1838,2024,5.200,4.200,https://journalsimpactfactors.com/journal.php?id=1946
J PLAN LIT,0885-4122,1552-6593,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1947
ROBOT AUTON SYST,0921-8890,1872-793X,2024,5.200,4.900,https://journalsimpactfactors.com/journal.php?id=1948
ARAB J CHEM,1878-5352,1878-5379,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1949
CURR NEUROL NEUROSCI,1528-4042,1534-6293,2024,5.200,5.200,https://journalsimpactfactors.com/journal.php?id=1950
J MACH LEARN RES,1532-4435,N/A,2024,5.200,5.000,https://journalsimpactfactors.com/journal.php?id=1952
FRONT OPTOELECTRON,2095-2759,2095-2767,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1953
INT J GREENH GAS CON,1750-5836,1878-0148,2024,5.200,4.800,https://journalsimpactfactors.com/journal.php?id=1955
CRIT REV ANAL CHEM,1040-8347,1547-6510,2024,5.200,5.100,https://journalsimpactfactors.com/journal.php?id=1959
ONCOL REV,1970-5565,1970-5557,2024,5.200,5.200,https://journalsimpactfactors.com/journal.php?id=1960
LANG TEACHING,0261-4448,1475-3049,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=1961
POLIT COMMUN,1058-4609,1091-7675,2024,5.100,4.600,https://journalsimpactfactors.com/journal.php?id=1962
ANN FAM MED,1544-1709,1544-1717,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=1963
PUBLIC ADMIN,0033-3298,1467-9299,2024,5.100,4.300,https://journalsimpactfactors.com/journal.php?id=1964
J CLIN ANESTH,0952-8180,1873-4529,2024,5.100,4.800,https://journalsimpactfactors.com/journal.php?id=1965
PSYCHOL SCI,0956-7976,1467-9280,2024,5.100,5.100,https://journalsimpactfactors.com/journal.php?id=1966
BONE JOINT RES,2046-3758,2046-3758,2024,5.100,4.400,https://journalsimpactfactors.com/journal.php?id=1967
IEEE-ACM T AUDIO SPE,2329-9290,2329-9304,2024,5.100,4.400,https://journalsimpactfactors.com/journal.php?id=1968
APPL MATH MODEL,0307-904X,1872-8480,2024,5.100,4.700,https://journalsimpactfactors.com/journal.php?id=1970
J TOUR SERV,1804-5650,1804-5650,2024,5.100,4.100,https://journalsimpactfactors.com/journal.php?id=1971
EARTH PLANET SC LETT,0012-821X,1385-013X,2024,5.100,4.700,https://journalsimpactfactors.com/journal.php?id=1972
INT J GEOGR INF SCI,1365-8816,1362-3087,2024,5.100,4.400,https://journalsimpactfactors.com/journal.php?id=1973
INT J HUM-COMPUT ST,1071-5819,1095-9300,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=1974
GLIA,0894-1491,1098-1136,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=1975
CURR OPIN VIROL,1879-6257,1879-6265,2024,5.100,5.100,https://journalsimpactfactors.com/journal.php?id=1976
INFORM SYST RES,1047-7047,1526-5536,2024,5.100,4.700,https://journalsimpactfactors.com/journal.php?id=1977
LIFE SCI,0024-3205,1879-0631,2024,5.100,5.100,https://journalsimpactfactors.com/journal.php?id=1978
J CLIN ENDOCR METAB,0021-972X,1945-7197,2024,5.100,4.800,https://journalsimpactfactors.com/journal.php?id=1979
FUNCT ECOL,0269-8463,1365-2435,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=1981
J AM COLL RADIOL,1546-1440,1558-349X,2024,5.100,4.400,https://journalsimpactfactors.com/journal.php?id=1982
GENETICS,0016-6731,1943-2631,2024,5.100,4.800,https://journalsimpactfactors.com/journal.php?id=1983
MICROCHEM J,0026-265X,1095-9149,2024,5.100,4.400,https://journalsimpactfactors.com/journal.php?id=1984
GASTRIC CANCER,1436-3291,1436-3305,2024,5.100,4.800,https://journalsimpactfactors.com/journal.php?id=1985
MECH AGEING DEV,0047-6374,1872-6216,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=1986
CANCER-AM CANCER SOC,0008-543X,1097-0142,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=1987
ASTRON J,0004-6256,1538-3881,2024,5.100,4.100,https://journalsimpactfactors.com/journal.php?id=1988
IEEE J SEL TOP QUANT,1077-260X,1558-4542,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=1989
ATMOS CHEM PHYS,1680-7316,1680-7324,2024,5.100,4.300,https://journalsimpactfactors.com/journal.php?id=1990
DRUG DES DEV THER,1177-8881,N/A,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=1991
MAR STRUCT,0951-8339,1873-4170,2024,5.100,4.800,https://journalsimpactfactors.com/journal.php?id=1992
STEM CELL REP,2213-6711,2213-6711,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=1993
INT J NUMER METHOD H,0961-5539,1758-6585,2024,5.100,4.100,https://journalsimpactfactors.com/journal.php?id=1994
MANAGE DECIS,0025-1747,1758-6070,2024,5.100,4.200,https://journalsimpactfactors.com/journal.php?id=1995
CANCER IMMUNOL IMMUN,0340-7004,1432-0851,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=1997
STRUCT CONTROL HLTH,1545-2255,1545-2263,2024,5.100,4.800,https://journalsimpactfactors.com/journal.php?id=1998
J PHARM INVEST,2093-5552,2093-6214,2024,5.100,4.600,https://journalsimpactfactors.com/journal.php?id=1999
PROD OPER MANAG,1059-1478,1937-5956,2024,5.100,4.500,https://journalsimpactfactors.com/journal.php?id=2000
J MATER CHEM C,2050-7526,2050-7534,2024,5.100,4.800,https://journalsimpactfactors.com/journal.php?id=2001
FRONT NUTR,2296-861X,2296-861X,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=2003
DIAM RELAT MATER,0925-9635,1879-0062,2024,5.100,4.600,https://journalsimpactfactors.com/journal.php?id=2005
ASIA PAC J MARKET LO,1355-5855,1758-4248,2024,5.100,4.200,https://journalsimpactfactors.com/journal.php?id=2006
ENVIRON SCI-NANO,2051-8153,2051-8161,2024,5.100,4.700,https://journalsimpactfactors.com/journal.php?id=2007
EUR J MARKETING,0309-0566,1758-7123,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=2008
J CONSTR ENG M,0733-9364,1943-7862,2024,5.100,4.400,https://journalsimpactfactors.com/journal.php?id=2010
NANOSCALE,2040-3364,2040-3372,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=2011
CURR HYPERTENS REP,1522-6417,1534-3111,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=2012
J MED LIBR ASSOC,1536-5050,N/A,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=2013
REACT FUNCT POLYM,1381-5148,1873-166X,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=2014
FOOD HYDROCOLL HLTH,2667-0259,2667-0259,2024,5.100,5.100,https://journalsimpactfactors.com/journal.php?id=2015
AMBIO,0044-7447,1654-7209,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=2016
GREEN CHEM LETT REV,1751-8253,1751-7192,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=2019
ENERGY REP,2352-4847,2352-4847,2024,5.100,4.900,https://journalsimpactfactors.com/journal.php?id=2020
ENERGY SUSTAIN SOC,2192-0567,2192-0567,2024,5.100,4.600,https://journalsimpactfactors.com/journal.php?id=2021
CRIT REV MICROBIOL,1040-841X,1549-7828,2024,5.100,5.000,https://journalsimpactfactors.com/journal.php?id=2022
ENVIRON REV,1208-6053,1181-8700,2024,5.100,5.100,https://journalsimpactfactors.com/journal.php?id=2026
CONTEMP SECUR POL,1352-3260,1743-8764,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2027
SOCIOL THEOR,0735-2751,1467-9558,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2028
ANN EMERG MED,0196-0644,1097-6760,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2029
BIOL SPORT,0860-021X,2083-1862,2024,5.000,4.400,https://journalsimpactfactors.com/journal.php?id=2030
J RES TECHNOL EDUC,1539-1523,1945-0818,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2031
PROG ORTHOD,2196-1042,2196-1042,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2032
J CONSULT CLIN PSYCH,0022-006X,1939-2117,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2033
IEEE T CLOUD COMPUT,2168-7161,2168-7161,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2034
KNEE SURG SPORT TR A,0942-2056,1433-7347,2024,5.000,3.600,https://journalsimpactfactors.com/journal.php?id=2035
J ECON SURV,0950-0804,1467-6419,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2036
SOC SCI MED,0277-9536,1873-5347,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2037
TRANSPLANTATION,0041-1337,1534-6080,2024,5.000,4.300,https://journalsimpactfactors.com/journal.php?id=2038
FIRE ECOL,1933-9747,1933-9747,2024,5.000,4.500,https://journalsimpactfactors.com/journal.php?id=2039
J URBAN MANAG,2226-5856,2589-0360,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2040
QUANTUM SCI TECHNOL,2058-9565,2058-9565,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2041
J LABOR ECON,0734-306X,1537-5307,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2042
ORG LETT,1523-7060,1523-7052,2024,5.000,4.300,https://journalsimpactfactors.com/journal.php?id=2043
RICE,1939-8425,1939-8433,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2045
NAT RESOUR RES,1520-7439,1573-8981,2024,5.000,4.500,https://journalsimpactfactors.com/journal.php?id=2046
GEOCHIM COSMOCHIM AC,0016-7037,1872-9533,2024,5.000,4.400,https://journalsimpactfactors.com/journal.php?id=2047
J THROMB HAEMOST,1538-7933,1538-7836,2024,5.000,4.500,https://journalsimpactfactors.com/journal.php?id=2048
INT J ROBOT RES,0278-3649,1741-3176,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2049
CHILD ADOL MENT H-UK,1475-357X,1475-3588,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2050
ACTA PSYCHIAT SCAND,0001-690X,1600-0447,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2052
CNS NEUROSCI THER,1755-5930,1755-5949,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2053
MINER ENG,0892-6875,0892-6875,2024,5.000,4.400,https://journalsimpactfactors.com/journal.php?id=2054
MULT SCLER J,1352-4585,1477-0970,2024,5.000,4.500,https://journalsimpactfactors.com/journal.php?id=2055
OPT LASER TECHNOL,0030-3992,1879-2545,2024,5.000,4.500,https://journalsimpactfactors.com/journal.php?id=2056
WATER RESOUR RES,0043-1397,1944-7973,2024,5.000,4.500,https://journalsimpactfactors.com/journal.php?id=2057
INT J ELEC POWER,0142-0615,1879-3517,2024,5.000,4.400,https://journalsimpactfactors.com/journal.php?id=2058
APPL SOIL ECOL,0929-1393,1873-0272,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2060
EARTHQ ENG STRUCT D,0098-8847,1096-9845,2024,5.000,4.400,https://journalsimpactfactors.com/journal.php?id=2061
GREEN FINANC,2643-1092,2643-1092,2024,5.000,4.500,https://journalsimpactfactors.com/journal.php?id=2062
INT J THERM SCI,1290-0729,1778-4166,2024,5.000,4.600,https://journalsimpactfactors.com/journal.php?id=2063
J VACAT MARK,1356-7667,1479-1870,2024,5.000,4.600,https://journalsimpactfactors.com/journal.php?id=2064
AUTOMOTIVE INNOV,2096-4250,2522-8765,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2065
CLIM RISK MANAG,2212-0963,2212-0963,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2066
CANCER GENE THER,0929-1903,1476-5500,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2068
DEEP UNDERGR SCI ENG,2097-0668,2770-1328,2024,5.000,4.600,https://journalsimpactfactors.com/journal.php?id=2069
IEEE T CONTROL NETW,2325-5870,2372-2533,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2070
J PARKINSON DIS,1877-7171,1877-718X,2024,5.000,4.600,https://journalsimpactfactors.com/journal.php?id=2071
J MARKETING RES,0022-2437,1547-7193,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2072
IEEE INTEL TRANSP SY,1939-1390,1941-1197,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2073
VIRTUAL REAL-LONDON,1359-4338,1434-9957,2024,5.000,4.600,https://journalsimpactfactors.com/journal.php?id=2075
NEUROPSYCHOL REV,1040-7308,1573-6660,2024,5.000,5.000,https://journalsimpactfactors.com/journal.php?id=2077
BIOFACTORS,0951-6433,1872-8081,2024,5.000,5.000,https://journalsimpactfactors.com/journal.php?id=2078
PRECIS CLIN MED,2096-5303,2516-1571,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2079
YOUNG CONSUM,1758-7212,1747-3616,2024,5.000,4.100,https://journalsimpactfactors.com/journal.php?id=2080
BIOSCI TRENDS,1881-7815,1881-7823,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2081
SMART ENERGY-UK,2666-9552,2666-9552,2024,5.000,4.400,https://journalsimpactfactors.com/journal.php?id=2082
INFLAMMATION,0360-3997,1573-2576,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2083
LEGUME SCI,2639-6181,2639-6181,2024,5.000,4.400,https://journalsimpactfactors.com/journal.php?id=2084
IMMUNOLOGY,0019-2805,1365-2567,2024,5.000,5.000,https://journalsimpactfactors.com/journal.php?id=2085
ABIOTECH,2096-6326,2662-1738,2024,5.000,4.700,https://journalsimpactfactors.com/journal.php?id=2086
RNA,1355-8382,1469-9001,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2087
INT J ENG BUS MANAG,1847-9790,1847-9790,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2088
J POLYM ENVIRON,1566-2543,1572-8919,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2089
CURR ONCOL REP,1523-3790,1534-6269,2024,5.000,5.000,https://journalsimpactfactors.com/journal.php?id=2090
CELL MOL BIOENG,1865-5025,1865-5033,2024,5.000,4.900,https://journalsimpactfactors.com/journal.php?id=2092
P I MECH ENG N-J NAN,2397-7914,2397-7922,2024,5.000,4.800,https://journalsimpactfactors.com/journal.php?id=2093
APPL COMPUT INFORM,2634-1964,2210-8327,2024,4.900,4.900,https://journalsimpactfactors.com/journal.php?id=2094
STUD SECOND LANG ACQ,0272-2631,1470-1545,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2095
J NEW APPROACHES EDU,2254-7339,2254-7339,2024,4.900,4.800,https://journalsimpactfactors.com/journal.php?id=2096
INNOV EDUC TEACH INT,1470-3297,1470-3300,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2097
SOC MEDIA SOC,2056-3051,2056-3051,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2098
J COMPUT HIGH EDUC,1042-1726,1867-1233,2024,4.900,4.600,https://journalsimpactfactors.com/journal.php?id=2099
EDUC RESEARCHER,0013-189X,1935-102X,2024,4.900,4.700,https://journalsimpactfactors.com/journal.php?id=2100
J EDUC COMPUT RES,0735-6331,1541-4140,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2101
LEARN INSTR,0959-4752,1873-3263,2024,4.900,4.500,https://journalsimpactfactors.com/journal.php?id=2102
POLICY STUD J,0190-292X,1541-0072,2024,4.900,4.100,https://journalsimpactfactors.com/journal.php?id=2103
